"Actinobacteria","Acidobacteriae","Anaerolineae","Gemmatimonadetes","Alphaproteobacteria","Vicinamibacteria","Nitrospiria","Gammaproteobacteria","Polyangia","Bacteroidia","Bacilli","Clostridia","Acidimicrobiia","Verrucomicrobiae","Thermoleophilia","Chloroflexia","Myxococcia","TK10","KD4.96","Saccharimonadia","Bdellovibrionia","Planctomycetes","Ktedonobacteria","Blastocatellia","Oligoflexia","Holophagae","JG30.KF.CM66","OLB14","Parcubacteria","Methylomirabilia","Microgenomatia","Cyanobacteriia","MB.A2.108","Babeliae","Thermoanaerobaculia","Chlamydiae","Dehalococcoidia","Gitt.GS.136","Phycisphaerae","Vampirivibrionia","Elusimicrobia","Fibrobacteria","Kapabacteria","SHA.26","P2.11E","Sericytochromatia","Chthonomonadetes","bacteriap25","Dojkabacteria","AD3","Longimicrobia","Lineage.IIa","S0134.terrestrial.group","Subgroup.25","Subgroup.5","Fimbriimonadia","Gracilibacteria","Ignavibacteria","Lineage.IIb","OM190","Negativicutes","Subgroup.22","WWE3","BD2.11.terrestrial.group","Deinococci","Latescibacteria","Desulfuromonadia","BD7.11","Desulfitobacteriia","Subgroup.11","Kryptonia","Sumerlaeia","Pla4.lineage","Berkelbacteria","ABY1","Armatimonadia","Spirochaetia","AKAU4049","Omnitrophia","Limnochordia","Abditibacteria","Syntrophobacteria","Nanoarchaeia","Rhodothermia","Symbiobacteriia","Entotheonellia","Desulfobulbia","Thermodesulfovibrionia","Desulfobaccia","Kazania","Hydrogenedentia","Desulfobacteria","Coriobacteriia","Subgroup.18","vadinHA49","Thermoplasmata","Aminicenantia","AT.s3.28","Syntrophia","response"
3.20158427661221,2.11625425241704,3.72777333105497,2.28106222671829,4.06275946248367,3.28654099908817,1.5069885558378,3.56464274333273,2.53139462604863,3.55233034942866,1.92135391341623,1.62264075753217,3.12633886357756,2.45272648903826,2.98650104578979,1.57367993033647,0.713152772980772,0.273201488801438,2.87978222973879,0.464256725564147,0.0200055924208264,-1.97809030980506,-1.49258249402336,0.794498412434724,-0.838656026616693,1.03621834932187,-0.014480583650343,-0.591795948685167,1.19996352054289,1.3805474574383,-0.319862233201525,1.26058814235932,2.30549625205557,-1.34948165038268,-0.0321801607497436,-0.273342217566632,1.08996262532856,2.43924313870097,0.132122890541532,-2.44809393905079,-1.86030727414867,0.953103442611362,0,-0.922037635555744,-0.393970205355247,-3.36438467092495,0,0,-0.319862233201525,0,-1.75494675849085,-2.26577238225684,-0.250869361714574,-0.0501986662524221,-0.72532734130969,-2.26577238225684,-1.16716009358873,0.336917303187546,-2.44809393905079,-1.34948165038268,-2.671237490365,0,-1.65963657868652,-1.11309287231845,0,-1.65963657868652,-1.49258249402336,0,-0.474012913028783,0,0.464256725564147,0,0,-3.36438467092495,-2.95891956281678,0,-0.273342217566632,-3.36438467092495,0,0,0,0.0696025335601984,-1.49258249402336,0,0,-2.671237490365,0.527435627185679,0.176574653112366,-1.49258249402336,0,-2.671237490365,-0.799435313463411,-0.838656026616693,0,0,0,-0.799435313463411,-2.26577238225684,-1.49258249402336,1
3.41103514130544,2.37489477525933,3.77201619753053,2.54183335313634,4.15177939566267,3.42531732007025,1.69071626468214,3.6455153611547,2.56568884722556,3.36189861987836,1.87749217182547,1.43428673573446,3.23307274297456,2.60462320520102,2.96617882069361,1.46085376311919,1.13629529362382,-0.156102981728942,2.85924692235814,0.527565454876459,-0.156102981728942,-0.342205261362803,-1.56144553781953,1.0152686612216,-1.41834469417885,1.14660466328268,0.488725621560196,0.107711609316196,0.967355305525698,1.78980716732637,-0.365194779587501,1.37077333001214,2.38237424169062,-2.33463542605301,-1.18195591611462,-2.18048474622575,1.2442431328466,2.51217289388546,0.384464611235786,-2.04695335360123,-1.08187245755764,0.30442190356225,-1.56144553781953,-1.08187245755764,-0.0659518847346448,-2.51695698284696,0,-1.41834469417885,-0.692407690795918,0,-1.82380980228702,-3.43324771472112,-0.119061710048593,0.191093218255246,0,-2.33463542605301,-1.08187245755764,0.458572583389508,0,-0.0659518847346448,-1.18195591611462,-1.18195591611462,-1.18195591611462,-0.948341064933118,0,-1.03535244192275,-2.18048474622575,0,-0.342205261362803,-1.82380980228702,0.701918842021238,-3.02778260661295,-1.56144553781953,-3.43324771472112,0,0,-0.629887333814584,0,0,0,0,0.0931128098950431,-2.33463542605301,-1.92917031794484,0,-2.04695335360123,0.255631739392817,0.30442190356225,-0.79419038510586,-2.33463542605301,0,-0.75909906529459,-0.57104683379165,-2.18048474622575,0,0,-1.41834469417885,-2.04695335360123,-0.79419038510586,1
3.37939366899955,2.33964011339081,3.60419506676883,2.24306559674326,4.0358186080302,3.23550708647839,1.6356035330316,3.4555507755421,2.57640883066934,3.45673280877666,2.06510826032591,1.27997079867131,3.17239226277563,2.55771669765718,3.1092133611541,1.92237278022602,1.31074245733806,-0.610228743370001,2.89874003853429,-0.0072326598043535,-0.0262808547750479,-1.5796293005581,-0.57632719169432,1.42063812816128,-1.03308559419004,0.94245635247165,0.353208766929856,-0.313962927226829,1.05291334803596,1.26949949880401,-1.26947437225427,2.12279437866359,2.15587346964017,-0.981792299802485,-0.193334939438214,0,1.09764924187735,2.37510482296309,-0.451164048740314,-2.03161442430116,-3.28437739279653,0.0478271173786742,-1.49261792356848,-1.41257521589494,-1.03308559419004,0,0,0,0.0829184371899436,0,-0.842030357427326,-1.20493585111669,-1.03308559419004,0.181358510003196,-0.933002135633052,-2.36808666092238,-1.41257521589494,0.533334933160374,-2.18576510412842,-0.758648748488275,0,-2.36808666092238,-1.14431122930026,-0.216324457662913,-2.87891228468837,-1.67493948036243,-2.03161442430116,0,-0.216324457662913,-2.36808666092238,0.326540519847695,0,0,0,-3.28437739279653,0,-0.106323562448584,0,-2.59123021223659,-1.89808303167664,0,-0.170862083586156,-2.03161442430116,-2.18576510412842,0,0,0.52228509697379,0.0114594732077991,-2.36808666092238,-2.18576510412842,-3.28437739279653,-0.0262808547750479,-0.645320063181272,-0.79947074300853,0,0,-0.719428035334993,0,-0.543537368871329,1
3.61542171059459,1.67466768868864,3.65428889508627,2.15709383793294,4.22286207771256,3.70911186443774,1.83337937984346,3.78560789742785,2.88303084131587,3.30547562685894,1.8503002573318,1.25915224472698,3.4123228989235,2.46312504905291,2.8588458656864,2.09074297590882,0.443666211974788,0.372714476002504,3.04381589097356,1.42620632939014,-0.040130739403283,0.522654623293419,-1.07420450693382,1.12994051324697,-1.44889795637523,1.24695697163316,-0.668739398825657,0.342861512852823,1.36269292366782,1.57374177009868,-0.235875316529378,-1.07420450693382,2.33322342447897,-3.15364604861366,0.357899390217363,-1.90088308011829,1.05104657077731,2.54008609018904,1.02840409402755,-1.90088308011829,-1.54420813617956,-1.13874302807139,-1.76735168749377,-0.80227079145018,0,0,0,-1.13874302807139,-1.64956865183738,0,-0.412806024688456,-2.74818094050549,-0.291445167684189,-0.381057326373876,0,-2.2373553167395,-1.76735168749377,0.973488336431434,-1.13874302807139,0.401702012875757,-2.2373553167395,-1.3618865793856,-1.64956865183738,0.196258038660948,0,-0.80227079145018,-1.13874302807139,0,-1.07420450693382,-2.46049886805371,0.0244077817342885,0,-1.44889795637523,-2.46049886805371,-2.74818094050549,0,0,-1.28184387171207,-1.44889795637523,-1.44889795637523,0,-1.64956865183738,0,-1.07420450693382,0,0,-1.76735168749377,-1.07420450693382,-3.15364604861366,-2.2373553167395,0,-1.3618865793856,0,0,-1.54420813617956,0,0,0,-1.20773589955834,1
3.56015681811391,1.55681461997272,3.73908113795937,2.16686126153504,4.29682003541993,3.68668701527945,1.71954904349137,3.75308088386713,2.88201280414601,3.16797518571827,1.68980707429263,1.26913254752094,3.46059342014041,2.44690297945285,2.84822974290237,1.84987016048565,0.170520258852831,0.187614692212132,2.87511622508695,1.14702985072004,-0.279004839049364,0.0990612948706864,-1.81048121001375,1.25174080480907,-1.11733402945381,0.828576119601506,0.564424544559919,0.0419028810307376,1.49914897812291,1.76256642857506,-0.424186848893862,-0.17635068498928,2.36774483618905,-0.894190478139597,0.253211974697944,-1.05670940763737,1.5524949588282,2.57777597441077,1.00042637652817,-2.5036283905737,-0.279004839049364,-0.0397751499835297,-1.58733765869954,-0.845400313970165,0,-3.19677557113364,0,-0.798880298335272,-1.11733402945381,0,-0.334574690204175,0,-0.306403813237478,-0.894190478139597,-1.81048121001375,-3.19677557113364,-1.94401260263827,0.744806236536048,0,0.299731990332837,-2.5036283905737,-0.894190478139597,-0.945483772527148,0.237211633351504,0,-1.49202747889522,-2.28048483925949,-2.5036283905737,-0.894190478139597,0,0.204421810528512,-3.19677557113364,-1.25086542207833,0,0,0,-1.18187255059138,-0.594085885689259,-2.09816328246553,-1.69269817435737,0,-2.5036283905737,0,-0.306403813237478,0,-1.69269817435737,-2.09816328246553,-0.894190478139597,-0.631826213672106,0,-2.79131046302548,-2.79131046302548,0,-1.81048121001375,0,0,-2.09816328246553,0,0,1
3.88415003885588,1.74645541797309,3.91416593479614,2.48069301340116,4.37272762590376,3.84500846780228,1.69480882911092,3.69140633434094,2.83155398747447,3.16737813593302,1.81455303425253,1.23114548175977,3.4566796419371,2.59039193065759,2.90054685896143,2.59183389197449,-0.100490466822258,0.492013187958,3.00304614233822,1.35762962886889,0.0196538450198052,0.456081178731937,-1.55274279573395,1.73972138579174,-0.815143852603167,1.40122006494375,0.613710122935519,0.393167353321367,1.42464033915185,1.82391347701209,-0.954905794978326,-1.17804934629254,2.46935685961483,-3.25749088797237,0.0747136222028328,-1.64805297553827,1.53000085480967,2.79106262611974,0.654532117455775,-2.56434370741243,-0.549440686870161,-0.583342238545843,0,-1.1174247244761,-1.87119652685248,-2.004727919477,0,-1.31158073891706,-0.815143852603167,0,-0.121996672043222,-2.56434370741243,-1.06026631063615,-0.339720155888092,-1.06026631063615,-2.15887859930426,-0.954905794978326,0.456081178731937,0,0.480178730310997,0,-1.1174247244761,-0.48490216573259,-0.454130507065837,0,-1.1174247244761,0,-2.56434370741243,-1.7534134911961,0,-0.121996672043222,-2.56434370741243,-1.38568871107078,-1.7534134911961,0,0,-1.55274279573395,-0.772584238184371,-2.56434370741243,0,0,-2.34120015609822,0,-0.583342238545843,0,0,-1.87119652685248,0,-1.17804934629254,-3.25749088797237,0,0,-2.004727919477,0,0,0,-3.25749088797237,-2.85202577986421,-3.25749088797237,1
3.59530016049467,1.89281195622368,3.78574712473254,2.5326440780159,4.36198219255075,3.75466727509122,1.55814396005582,3.84483046698207,2.78395850629681,3.16821258837334,1.82510816000386,1.49633567268395,3.52147693088815,2.43911802000508,3.10038999203458,2.37152472887255,0.424214999462814,0.5614161209763,3.09225986595133,1.03035080303313,0.24189344266886,0.0619220632198587,-1.89817272082741,1.87688442952758,-0.73502191102173,1.40136100705824,0.740884608787847,0.230058985021857,1.87917538127413,1.8347236187033,-0.123220369915737,0.490590068407687,2.51098258123472,-1.36754446976524,0.666776636634125,-1.02270398347351,1.4087139813635,2.81853883989359,1.20641395763866,-1.49270761271925,-1.06526359789231,-0.833461983834983,0,-1.36754446976524,-1.10971536046314,0,0,-1.42816909158168,-0.463088195538088,0,-0.799560432159301,0,0.0897016273269342,-0.140314803275038,-3.50761063326151,0,-1.89817272082741,0.84266730309779,0,0.643429272637134,-2.25484766476614,-0.868553303646253,-0.942661275799975,-0.0418747304617852,-2.81446345270157,-1.10971536046314,-1.80286254102309,-2.81446345270157,-0.76677060933631,-2.4089983445934,0.193691340850982,-2.25484766476614,-1.15623537609803,0,-2.4089983445934,0,-1.20502554026747,-0.394095324051137,-1.25631883465502,0,0,-1.25631883465502,-1.31038605592529,-0.463088195538088,0,0,-1.89817272082741,-1.71585116403346,-0.981881988953256,-3.10214552515335,-2.4089983445934,-1.15623537609803,-1.20502554026747,-2.12131627214162,-1.71585116403346,0,-2.12131627214162,-2.81446345270157,-2.25484766476614,1
3.60180015323344,1.91178916981451,3.73094761323068,2.45762683954021,4.29988387414282,3.65781892102624,1.66538875633604,3.74544285546228,2.85678277845511,3.25302203880328,1.57301543620502,1.07465658120416,3.42855709223483,2.40053371050525,2.85005880840744,2.24442263012856,0.0729621897284733,0.197416364201879,2.99495713605515,1.29956847957511,-0.0692122990520696,-0.055418976919734,-1.01367390789292,1.66047474153361,-0.35689437150385,1.16350991855985,0.630855324352449,0.0235694343988966,1.67998755575719,1.64808300923844,0.0108304086214668,-0.00207299621444079,2.33120504317901,-1.12700259319992,0.120029700586459,-2.73644050563402,1.39069387941107,2.62860049295692,0.77211539434863,-1.63782821696591,-0.734960505423901,-0.790530356578711,-1.25483596470981,-1.16782458772018,-1.21038420213898,-1.3013559803447,0,-1.21038420213898,-0.608208799784757,0,-0.35689437150385,-0.94468103640597,-0.126370712892018,-0.561688784149864,-1.01367390789292,0,-1.21038420213898,0.996455833896686,-1.3013559803447,0.588595515062567,0,-0.171491148172488,-0.978582588081651,0.381509400644216,0,-1.21038420213898,-2.55411894884007,0,-0.539215928297805,-2.14865384073191,-0.00207299621444079,-3.24726612940001,-1.70682108845287,0,0,0,-2.14865384073191,-0.911891213582979,-1.3013559803447,-1.86097176828012,0,-0.454058119957498,0,-0.734960505423901,-2.95958405694823,-1.25483596470981,-1.94798314526975,-1.25483596470981,-1.94798314526975,-2.26643687638829,0,-1.08778188004664,-1.40143943890168,-2.14865384073191,-1.94798314526975,0,-1.94798314526975,-2.95958405694823,-1.45550666017196,1
3.55135179306841,1.94530946963545,3.7896855098766,2.55221539261233,4.31408690612662,3.72713273220437,1.74675517707967,3.74200026269969,2.91922931434624,3.18220877415765,1.79959765845405,1.24791599819405,3.46341234176623,2.43860953263731,2.9460659682998,2.1718371189339,0.506829355344986,0.62461239100137,2.99619035548237,1.06133004261364,0.524528932444388,0.0649966030659472,-1.64672015848857,1.69369233210446,0.0510103610912074,1.22205248760413,0.403451000891152,0.242677780303399,1.84511449727852,1.83806393928185,-0.134132072044388,-0.0685347895585755,2.40573346202437,-0.656321454460695,0.195049731314145,-2.13222797427027,1.45821140703041,2.67792179240436,0.894275957950472,-1.90908442295606,-0.319849217839482,-0.279843883225782,-2.41991004672205,-0.992793691081908,-1.03361568560216,-2.26575936689479,0,-1.21593724239612,-0.0220147739236829,0,-0.715161954483628,0,-0.260425797368681,-0.0527864325904366,-1.07617530002096,-2.41991004672205,-2.01444493861389,0.818768405442327,-0.992793691081908,0.600514839422309,-2.82537515483022,-0.656321454460695,-0.879465005774904,-0.186317825214958,0,-1.37845617189389,-2.01444493861389,0,-1.57261218633485,-2.82537515483022,0.145039310739484,0,-1.57261218633485,0,0,0,-1.21593724239612,-0.628150577493998,-1.37845617189389,0,0,-1.07617530002096,-1.81377424315174,-0.745933613150382,0,-1.81377424315174,-3.113057227282,-1.03361568560216,-1.07617530002096,-0.810472134287953,-3.51852233539016,-1.16714707822669,-2.41991004672205,-2.82537515483022,-3.51852233539016,-3.113057227282,0,0,0,1
4.16374493663201,2.1924971385194,4.05600288677252,2.94321417090082,4.65176937433661,3.82753059814246,1.84634860756765,4.09570963740444,3.23525734926161,3.79151053361761,2.04725725662998,1.32587801644248,3.63723509550936,3.13149115237037,3.16145059705093,2.35769765453324,1.10493468603787,0.849687889339246,3.38978095469454,1.63102778193465,0.177594117977133,0.870741298537078,-0.385499934334614,2.30450219689589,-0.633336098239196,1.37739155089259,1.01892181137783,0.366836117615661,2.24128730268883,1.98542741203625,0.163607876002393,0.50609818494917,2.78233930260361,-1.79648690804488,-0.385499934334614,-0.227870990131031,1.68475318129081,3.03581885052696,0.783729921547448,-1.32648327879914,-0.602564439572442,-0.33787188534536,-0.602564439572442,-0.147828282457495,-0.602564439572442,-1.70117672824055,-3.40592482047898,-1.10333972748493,-0.33787188534536,0,-0.270430604549827,-1.46001467142366,-0.00472743881682192,0.583059226085298,-1.53412264357739,-1.39102179993671,-2.30731253181087,0.745115085419669,-3.40592482047898,0.721209564566115,-3.40592482047898,-0.207251702928296,-1.70117672824055,-0.731776171052448,-2.71277763991903,-1.46001467142366,0,0,-0.602564439572442,-2.48963408860482,-0.0386289904925032,-1.70117672824055,-0.697874619376767,0,-2.30731253181087,0,-1.53412264357739,-2.01963045935909,-2.48963408860482,-3.40592482047898,0,-0.963577785109773,-1.61416535125092,-1.46001467142366,0,-2.48963408860482,0,-0.803235135034593,-1.53412264357739,-1.79648690804488,-2.71277763991903,-1.70117672824055,0,-3.40592482047898,-3.40592482047898,0,-2.01963045935909,-3.40592482047898,0,1
