"Micrococcales","Gemmatimonadales","Rhizobiales","Vicinamibacterales","Bryobacterales","Nitrospirales","Polyangiales","Solibacterales","Chthoniobacterales","Frankiales","Microtrichales","Caulobacterales","Propionibacteriales","Myxococcales","Pseudonocardiales","IMCC26256","Haliangiales","Gaiellales","Clostridiales","Solirubrobacterales","Thermomicrobiales","Burkholderiales","Saccharimonadales","SBR1031","Chloroflexales","Chitinophagales","Corynebacteriales","Sphingomonadales","Bacillales","Kineosporiales","Reyranellales","Streptomycetales","Xanthomonadales","Acidobacteriales","Sphingobacteriales","Pedosphaerales","C0119","Cytophagales","Elsterales","Micromonosporales","Gammaproteobacteria.Incertae.Sedis","Verrucomicrobiales","Subgroup.7","Bdellovibrionales","Blastocatellales","Anaerolineales","Pseudomonadales","Rokubacteriales","Flavobacteriales","RBG.13.54.9","Acetobacterales","Rickettsiales","Paenibacillales","Tistrellales","Alicyclobacillales","Gemmatales","Micropepsales","Pyrinomonadales","X0319.6G20","Chloroplast","Opitutales","Babeliales","Streptosporangiales","Thermoanaerobaculales","Chlamydiales","Steroidobacterales","Diplorickettsiales","S085","Candidatus.Levybacteria","Isosphaerales","Phycisphaerales","Fibrobacterales","Subgroup.2","Kapabacteriales","Subgroup.17","Caldilineales","mle1.27","Candidatus.Kaiserbacteria","Oligoflexales","CCD24","Azospirillales","Ktedonobacterales","X24.Nov","Lachnospirales","Chthonomonadales","Candidatus.Liptonbacteria","Kallotenuales","Rhodospirillales","Longimicrobiales","Blfdi19","Nannocystales","Dongiales","Legionellales","Obscuribacterales","Rhodobacterales","Lineage.IV","Candidatus.Yanofskybacteria","Fimbriimonadales","Bacteriovoracales","Vampirovibrionales","Micavibrionales","Entomoplasmatales","Veillonellales.Selenomonadales","SJA.28","Cyanobacteriales","Thermoactinomycetales","Candidatus.Woesebacteria","Salinisphaerales","PLTA13","Ardenticatenales","Peptostreptococcales.Tissierellales","Deinococcales","MVP.88","Latescibacterales","R7C24","Candidatus.Peribacteria","DS.100","JG36.TzT.191","Candidatus.Pacebacteria","Desulfitobacteriales","B12.WMSP1","FFCH16263","Methylacidiphilales","Elev.16S.573","Kryptoniales","Defluviicoccales","Elev.1554","Oscillospirales","Subgroup.13","Sumerlaeales","Erysipelotrichales","Holosporales","Candidatus.Jorgensenbacteria","Bacteroidales","B10.SB3A","PAUC26f","Leptolyngbyales","S.BQ2.57.soil.group","Catenulisporales","Subgroup.15","Armatimonadales","Spirochaetales","Coxiellales","Candidatus.Magasanikbacteria","PB19","Actinomarinales","Omnitrophales","Silvanigrellales","Acidiferrobacterales","WD260","TSBb06","Pirellulales","KF.JG30.C25","Candidatus.Adlerbacteria","Methylococcales","Oxyphotobacteria.Incertae.Sedis","Abditibacteriales","Enterobacterales","Bacteroidetes.VC2.1.Bac22","Geobacterales","Hydrogenispora","Syntrophobacterales","Paracaedibacterales","SJA.15","Paludibaculum","Woesearchaeales","MSB.4B10","Holophagales","Ignavibacteriales","Candidatus.Moranbacteria","Symbiobacteriales","Desulfobulbales","Entotheonellales","Rhodothermales","Brevibacillales","JG36.GS.52","Desulfobaccales","Hydrogenedentiales","SAR202.clade","Methylomirabilales","OPB41","Lactobacillales","AKIW659","Desulfobacterales","FCPU453","Aminicenantales","Elev.16S.1166","Syntrophales","JTB23","response"
6.45204895443723,6.34035930372775,7.82444593087762,6.96413561241824,4.78749174278205,5.5683445037611,5.8406416573734,5.01063529409626,5.97126183979046,5.2257466737132,6.94119005506837,4.54329478227,5.29330482472449,4.77912349311153,4.36944785246702,5.31320597904179,5.78382518232974,6.41673228251233,5.47646355193151,6.23441072571837,4.9416424226093,7.12205988162914,4.53259949315326,6.82437367004309,4.94875989037817,5.95324333428778,4.49980967033027,4.60517018598809,5.82304589548302,4.63472898822964,2.83321334405622,4.14313472639153,4.7361984483945,3.58351893845611,5.65599181081985,5.17614973257383,2.63905732961526,6.24027584517077,2.07944154167984,4.14313472639153,4.33073334028633,4.04305126783455,5.0998664278242,3.52636052461616,4.20469261939097,7.02464903045364,4.47733681447821,5.31811999384422,5.25749537202778,4.91265488573605,0,2.77258872223978,3.43398720448515,3.76120011569356,3.09104245335832,1.94591014905531,2.39789527279837,3.66356164612965,2.63905732961526,4.27666611901606,3.49650756146648,2.77258872223978,0,4.04305126783455,3.80666248977032,4.12713438504509,1.09861228866811,4.99721227376411,2.07944154167984,0,4.20469261939097,5.01727983681492,0,0,6.19644412779452,4.0943445622221,0,3.46573590279973,2.56494935746154,4.98360662170834,3.25809653802148,0,3.2188758248682,3.2188758248682,0,2.30258509299405,0,1.09861228866811,2.39789527279837,3.09104245335832,3.58351893845611,3.55534806148941,0,0,3.3322045101752,0,3.76120011569356,1.94591014905531,3.29583686600433,1.38629436111989,1.6094379124341,0,1.6094379124341,2.56494935746154,4.76217393479776,0,2.30258509299405,1.38629436111989,5.44241771052179,4.02535169073515,2.07944154167984,0,2.30258509299405,2.484906649788,3.04452243772342,2.484906649788,0,3.13549421592915,3.2188758248682,3.61091791264422,0,1.6094379124341,0,0,4.53259949315326,5.99645208861902,0,3.2188758248682,0,0,0,2.484906649788,0,6.4723462945009,0,4.23410650459726,2.89037175789616,2.70805020110221,0,1.09861228866811,0,3.80666248977032,0,1.38629436111989,1.38629436111989,4.43081679884331,0,0,2.19722457733622,0,0,1.09861228866811,0,3.55534806148941,2.07944154167984,0,0,0,0,0,0,4.14313472639153,1.09861228866811,4.69134788222914,3.58351893845611,2.63905732961526,0,0,4.24849524204936,2.56494935746154,0,4.59511985013459,1.6094379124341,0,0,0,2.63905732961526,1.6094379124341,1.09861228866811,3.3322045101752,2.99573227355399,2.07944154167984,3.8286413964891,3.29583686600433,0,3.29583686600433,2.07944154167984,2.63905732961526,1.79175946922805,1
6.69826805411541,6.66949808985788,7.97831096986772,7.16006920759613,4.83628190695148,5.82008293035236,6.01859321449623,5.53338948872752,6.10479323241498,5.62762111369064,7.06902342657826,4.63472898822964,5.36597601502185,5.26785815906333,4.35670882668959,5.62762111369064,5.75257263882563,6.48463523563525,5.28826703069454,6.26720054854136,5.11198778835654,7.28138566357028,4.66343909411207,6.89162589705225,4.57471097850338,5.59471137960184,4.77912349311153,4.69134788222914,5.87493073085203,5.08140436498446,3.85014760171006,4.27666611901606,3.73766961828337,4.36944785246702,5.54517744447956,5.26269018890489,2.63905732961526,5.91889385427315,3.40119738166216,4.48863636973214,3.43398720448515,4.80402104473326,5.27811465923052,3.78418963391826,3.52636052461616,7.1929342212158,4.11087386417331,5.86929691313377,4.91265488573605,4.68213122712422,0,3.13549421592915,3.93182563272433,4.40671924726425,0,2.56494935746154,0,4.44265125649032,2.39789527279837,4.74493212836325,4.36944785246702,1.94591014905531,2.63905732961526,2.99573227355399,2.07944154167984,3.97029191355212,3.04452243772342,5.25227342804663,2.77258872223978,3.29583686600433,4.52178857704904,4.44265125649032,2.77258872223978,2.63905732961526,6.4281052726846,3.95124371858143,0,3.91202300542815,1.79175946922805,5.31811999384422,2.484906649788,0,3.87120101090789,3.55534806148941,0,1.09861228866811,1.38629436111989,2.94443897916644,2.39789527279837,1.09861228866811,4.36944785246702,3.55534806148941,1.38629436111989,0,0,1.38629436111989,3.36729582998647,1.94591014905531,2.39789527279837,0,0,0,2.99573227355399,2.63905732961526,4.75359019110636,0,1.6094379124341,1.6094379124341,6.04973345523196,4.34380542185368,1.38629436111989,0,2.94443897916644,3.13549421592915,0,1.6094379124341,2.07944154167984,2.99573227355399,2.07944154167984,3.80666248977032,0,3.71357206670431,0,0,4.83628190695148,6.1527326947041,0,3.29583686600433,0,0,0,0,0,6.62406522779989,0,4.48863636973214,1.79175946922805,0,0,2.19722457733622,0,3.52636052461616,0,0,0,4.57471097850338,0,0,1.94591014905531,0,1.09861228866811,1.94591014905531,0,2.94443897916644,2.63905732961526,0,0,0,0,0,0,4.23410650459726,0,4.9272536851572,2.484906649788,1.94591014905531,0,0,4.45434729625351,1.94591014905531,0,4.39444915467244,2.19722457733622,2.30258509299405,0,1.09861228866811,3.36729582998647,0,1.38629436111989,2.94443897916644,3.58351893845611,0,3.66356164612965,3.04452243772342,0,2.77258872223978,0,3.36729582998647,0,1
6.361302477573,6.22257626807137,7.69621263934641,6.94793706861497,5.03695260241363,5.61677109766657,5.71702770140622,5.27299955856375,5.9427993751267,5.57594910314632,6.89264164117209,4.61512051684126,5.4510384535657,5.29330482472449,4.49980967033027,5.47646355193151,5.73657229747919,6.41017488196617,5.10594547390058,6.31535800152233,5.33753807970132,6.82762923450285,3.98898404656427,6.47389069635227,5.03043792139244,5.64897423816121,5.00394630594546,4.57471097850338,5.91079664404053,4.57471097850338,3.66356164612965,3.93182563272433,4.39444915467244,4.17438726989564,5.605802066296,5.24702407216049,3.2188758248682,5.6021188208797,2.83321334405622,4.47733681447821,3.97029191355212,3.80666248977032,4.9272536851572,3.3322045101752,4.45434729625351,6.97541392745595,3.91202300542815,5.25227342804663,4.59511985013459,4.39444915467244,3.09104245335832,3.13549421592915,3.58351893845611,4.07753744390572,2.39789527279837,1.94591014905531,2.94443897916644,4.54329478227,2.07944154167984,5.17614973257383,4.15888308335967,3.04452243772342,0,3.80666248977032,0,4.66343909411207,1.79175946922805,4.95582705760126,0,0,3.55534806148941,4.04305126783455,2.484906649788,2.56494935746154,5.75257263882563,3.66356164612965,0,3.36729582998647,2.56494935746154,4.87519732320115,0,1.94591014905531,3.13549421592915,1.6094379124341,0,1.79175946922805,0,0,3.17805383034795,2.30258509299405,4.15888308335967,3.49650756146648,0,1.6094379124341,3.3322045101752,0,3.93182563272433,1.79175946922805,3.25809653802148,1.38629436111989,1.94591014905531,0,0,2.99573227355399,4.29045944114839,1.94591014905531,2.39789527279837,0,5.65948221575962,3.78418963391826,0,1.38629436111989,1.09861228866811,2.39789527279837,1.94591014905531,1.94591014905531,2.83321334405622,2.89037175789616,0,3.78418963391826,0,2.83321334405622,0,1.79175946922805,4.31748811353631,5.82894561761021,0,3.04452243772342,0,0,1.09861228866811,0,0,6.64378973314767,0,4.11087386417331,5.01727983681492,2.63905732961526,0,0,0,3.89182029811063,1.09861228866811,1.09861228866811,0,3.97029191355212,1.6094379124341,0,0,0,0,1.79175946922805,0,2.484906649788,0,0,0,0,0,0,2.19722457733622,3.8286413964891,0,4.45434729625351,3.36729582998647,2.07944154167984,2.94443897916644,0,4.29045944114839,3.04452243772342,0,4.51085950651685,0,1.94591014905531,0,0,1.79175946922805,1.09861228866811,1.09861228866811,0,3.36729582998647,0,2.94443897916644,3.71357206670431,0,3.29583686600433,0,3.46573590279973,2.56494935746154,1
6.80682936039218,6.00635315960173,7.82204400818562,7.30182234213793,3.8286413964891,5.68357976733868,6.3297209055227,4.47733681447821,5.27299955856375,5.18738580584075,6.94985645500077,4.96284463025991,5.75574221358691,4.30406509320417,3.49650756146648,4.85981240436167,5.0998664278242,6.1246833908942,4.70048036579242,5.82008293035236,5.6021188208797,7.09007683577609,5.27811465923052,6.74051935960622,4.61512051684126,6.02344759296103,4.61512051684126,4.83628190695148,5.37989735354046,4.24849524204936,3.3322045101752,4.21950770517611,3.78418963391826,0,4.9272536851572,5.47646355193151,2.83321334405622,6.26720054854136,2.89037175789616,3.78418963391826,3.3322045101752,4.0943445622221,5.0998664278242,3.8286413964891,3.98898404656427,6.49526555593701,3.91202300542815,5.33753807970132,4.44265125649032,3.98898404656427,0,0,3.25809653802148,3.85014760171006,4.06044301054642,3.8286413964891,2.56494935746154,3.71357206670431,0,2.484906649788,4.00733318523247,1.09861228866811,0,4.21950770517611,2.07944154167984,4.57471097850338,2.83321334405622,4.76217393479776,2.39789527279837,3.40119738166216,4.85981240436167,2.77258872223978,0,2.19722457733622,6.01615715969835,4.18965474202643,1.79175946922805,4.29045944114839,1.6094379124341,5.76832099579377,2.56494935746154,0,3.97029191355212,3.58351893845611,0,2.19722457733622,0,3.04452243772342,3.46573590279973,0,4.65396035015752,2.89037175789616,2.83321334405622,1.38629436111989,2.63905732961526,0,2.39789527279837,1.79175946922805,0,0,0,0,1.79175946922805,2.484906649788,1.79175946922805,0,1.6094379124341,0,5.37989735354046,4.77068462446567,0,0,2.39789527279837,3.09104245335832,0,2.19722457733622,0,2.83321334405622,2.56494935746154,2.83321334405622,0,1.09861228866811,1.09861228866811,0,3.89182029811063,5.02388052084628,0,3.09104245335832,0,0,0,0,1.94591014905531,4.77912349311153,0,4.23410650459726,0,1.38629436111989,0,1.94591014905531,0,0,1.38629436111989,1.38629436111989,2.07944154167984,5.50533153593236,2.484906649788,2.07944154167984,1.94591014905531,0,0,0,0,1.38629436111989,3.3322045101752,0,0,0,0,2.19722457733622,2.484906649788,2.30258509299405,1.09861228866811,3.80666248977032,1.38629436111989,0,0,0,4.7361984483945,2.63905732961526,0,2.19722457733622,0,2.83321334405622,0,0,1.09861228866811,0,2.94443897916644,2.99573227355399,0,0,2.39789527279837,2.56494935746154,0,0,0,2.70805020110221,2.63905732961526,1
6.77650699237218,6.0591231955818,7.89655270164304,7.28550654852279,4.14313472639153,5.61312810638807,6.33327962813969,3.91202300542815,5.63121178182137,4.97673374242057,7.0475172213573,4.88280192258637,5.38449506278909,4.07753744390572,4.06044301054642,5.13579843705026,5.39362754635236,6.22653666928747,4.9272536851572,5.73657229747919,5.42053499927229,7.07665381544395,5.04342511691925,6.8001700683022,4.38202663467388,6.04737217904628,5.0998664278242,5.15329159449778,5.3082676974012,4.4188406077966,3.25809653802148,4.47733681447821,3.66356164612965,1.38629436111989,5.14166355650266,5.34710753071747,2.19722457733622,6.04737217904628,2.39789527279837,4.11087386417331,2.99573227355399,3.29583686600433,4.72738781871234,3.04452243772342,3.8286413964891,6.75576892198425,3.93182563272433,5.65599181081985,3.55534806148941,3.8286413964891,0,2.19722457733622,0,3.89182029811063,4.0943445622221,3.76120011569356,2.99573227355399,3.98898404656427,2.83321334405622,3.61091791264422,3.8286413964891,3.04452243772342,1.38629436111989,4.15888308335967,2.89037175789616,4.21950770517611,2.94443897916644,5.29831736654804,1.6094379124341,2.19722457733622,4.89783979995091,3.87120101090789,2.56494935746154,2.39789527279837,6.15909538849193,4.20469261939097,2.484906649788,4.21950770517611,0,5.78382518232974,2.19722457733622,0,4.24849524204936,3.55534806148941,0,1.79175946922805,0,2.39789527279837,3.58351893845611,2.70805020110221,4.04305126783455,2.89037175789616,2.30258509299405,1.6094379124341,3.71357206670431,0,3.04452243772342,1.09861228866811,2.89037175789616,0,1.6094379124341,1.79175946922805,1.6094379124341,3.29583686600433,1.79175946922805,0,1.94591014905531,0,5.57594910314632,4.87519732320115,1.38629436111989,0,3.63758615972639,2.484906649788,0,2.07944154167984,0,3.17805383034795,2.30258509299405,3.04452243772342,0,0,2.07944154167984,1.6094379124341,4.11087386417331,5.60947179518496,0,0,0,0,0,0,0,4.70048036579242,0,4.23410650459726,0,0,0,2.19722457733622,0,2.77258872223978,2.07944154167984,0,0,5.42053499927229,1.94591014905531,0,3.09104245335832,0,0,0,0,3.8286413964891,2.83321334405622,0,0,0,0,0,2.30258509299405,1.6094379124341,0,3.58351893845611,0,0,1.6094379124341,0,4.35670882668959,3.09104245335832,0,1.94591014905531,2.30258509299405,3.61091791264422,0,2.484906649788,3.29583686600433,1.38629436111989,3.36729582998647,0,0,0,0,1.38629436111989,0,1.94591014905531,0,0,1.94591014905531,1
6.99209642741589,6.43294009273918,8.08394570229562,7.59789795052178,4.33073334028633,5.64897423816121,6.36647044773144,4.75359019110636,5.97380961186926,5.83773044716594,7.09589322109753,4.8283137373023,5.90808293816893,3.87120101090789,4.18965474202643,5.07517381523383,5.4553211153577,6.30078579466324,4.97673374242057,5.91079664404053,6.20455776256869,7.14991683613211,5.31320597904179,7.09506437728713,5.22035582507832,6.03548143252476,5.36597601502185,5.17614973257383,5.48479693349065,4.54329478227,3.04452243772342,4.99043258677874,3.93182563272433,1.6094379124341,5.20948615284142,5.16478597392351,2.484906649788,6.16961073249146,3.25809653802148,4.77068462446567,3.04452243772342,4.20469261939097,5.35658627467201,3.87120101090789,4.66343909411207,6.98471632011827,3.91202300542815,5.73009978297357,3.2188758248682,4.15888308335967,0,1.09861228866811,3.04452243772342,3.63758615972639,4.02535169073515,3.97029191355212,2.94443897916644,4.65396035015752,2.19722457733622,2.83321334405622,4.04305126783455,1.09861228866811,3.8286413964891,4.04305126783455,2.39789527279837,4.65396035015752,1.94591014905531,5.36129216570943,1.09861228866811,3.2188758248682,4.61512051684126,3.40119738166216,2.19722457733622,0,6.04500531403601,3.58351893845611,0,3.91202300542815,2.77258872223978,5.55682806169954,3.29583686600433,0,4.45434729625351,2.39789527279837,0,1.94591014905531,0,2.70805020110221,3.85014760171006,0,4.20469261939097,3.25809653802148,0,1.6094379124341,3.29583686600433,0,2.70805020110221,1.94591014905531,1.94591014905531,0,1.6094379124341,1.6094379124341,0,1.09861228866811,0,0,0,0,5.55295958492162,4.89783979995091,1.38629436111989,0,3.43398720448515,2.89037175789616,2.83321334405622,2.77258872223978,0,2.77258872223978,1.94591014905531,2.30258509299405,0,2.70805020110221,0,1.09861228866811,3.85014760171006,5.54907608489522,0,3.09104245335832,0,1.6094379124341,0,0,0,4.83628190695148,0,3.98898404656427,0,1.79175946922805,0,2.89037175789616,0,2.484906649788,0,0,0,5.60947179518496,1.6094379124341,0,0,0,0,0,0,3.3322045101752,1.09861228866811,0,0,0,2.07944154167984,0,0,1.79175946922805,0,4.24849524204936,0,0,0,0,4.39444915467244,2.07944154167984,0,2.19722457733622,0,3.40119738166216,0,2.19722457733622,2.83321334405622,0,3.25809653802148,2.77258872223978,2.07944154167984,0,0,0,0,1.09861228866811,0,1.09861228866811,1.94591014905531,1
6.94215670569947,6.73459165997295,8.30375241556341,7.71333788887187,5.08140436498446,5.76205138278018,6.48616078894409,4.98360662170834,5.8805329864007,5.64897423816121,7.41457288135059,5.52942908751142,5.95842469302978,4.63472898822964,4.51085950651685,5.5834963087817,5.73009978297357,6.71052310945243,5.42053499927229,6.43133108193348,6.14418563412565,7.56008046502183,5.23644196282995,7.03878354138854,5.46383180502561,6.3491389913798,5.4553211153577,5.37989735354046,5.4380793089232,4.62497281328427,3.97029191355212,4.80402104473326,3.55534806148941,1.38629436111989,5.19849703126583,5.76832099579377,2.39789527279837,6.3026189757449,3.29583686600433,4.80402104473326,3.89182029811063,3.52636052461616,5.605802066296,4.4188406077966,5.03043792139244,7.18841273649695,3.76120011569356,5.98645200528444,4.26267987704132,4.87519732320115,2.63905732961526,0,3.3322045101752,3.58351893845611,5.01063529409626,3.58351893845611,3.43398720448515,5.06890420222023,2.19722457733622,4.53259949315326,3.98898404656427,2.89037175789616,3.40119738166216,4.87519732320115,3.2188758248682,5.15329159449778,0,5.46383180502561,2.83321334405622,3.55534806148941,5.37989735354046,3.40119738166216,2.484906649788,0,6.37331978957701,4.18965474202643,2.19722457733622,4.63472898822964,3.2188758248682,6.04973345523196,2.99573227355399,0,4.74493212836325,4.21950770517611,0,1.38629436111989,1.6094379124341,2.77258872223978,3.43398720448515,0,4.70953020131233,3.46573590279973,3.25809653802148,2.39789527279837,2.89037175789616,1.09861228866811,4.38202663467388,0,1.38629436111989,0,0,1.09861228866811,2.07944154167984,0,2.77258872223978,1.09861228866811,2.77258872223978,1.94591014905531,5.8111409929767,5.33271879326537,0,1.6094379124341,3.09104245335832,3.13549421592915,0,2.07944154167984,2.39789527279837,3.49650756146648,2.70805020110221,3.46573590279973,0,3.04452243772342,0,1.09861228866811,4.40671924726425,5.78689738136671,0,1.94591014905531,0,2.07944154167984,0,2.07944154167984,0,5.35658627467201,0,4.47733681447821,1.09861228866811,0,0,2.70805020110221,0,3.04452243772342,0,1.6094379124341,2.484906649788,5.73334127689775,2.99573227355399,0,2.484906649788,0,1.09861228866811,1.09861228866811,0,4.21950770517611,1.6094379124341,0,0,0,1.6094379124341,0,0,2.99573227355399,0,3.95124371858143,0,2.94443897916644,0,0,5.04985600724954,0,0,2.39789527279837,0,3.76120011569356,1.79175946922805,2.19722457733622,3.25809653802148,1.94591014905531,3.29583686600433,3.09104245335832,3.04452243772342,0,0,2.19722457733622,0,2.19722457733622,2.19722457733622,2.07944154167984,2.39789527279837,1
7.1420365747068,6.80461452006262,8.37632063253482,7.78613643778307,5.13579843705026,6.0137151560428,6.74051935960622,5.12396397940326,5.85507192220243,6.04025471127741,7.45124168498768,5.4553211153577,6.06378520868761,4.43081679884331,4.40671924726425,5.73657229747919,5.90808293816893,6.63856778916652,5.25749537202778,6.26530121273771,6.26909628370626,7.68937110752969,5.64897423816121,7.20042489294496,5.15905529921453,6.57088296233958,5.11799381241676,5.56068163101553,5.57972982598622,4.51085950651685,3.71357206670431,4.89783979995091,0,2.30258509299405,5.64544689764324,5.89164421182577,3.36729582998647,6.50578406012823,2.77258872223978,5.19295685089021,3.71357206670431,3.80666248977032,5.51342874616498,4.18965474202643,4.84418708645859,7.23921497377981,3.95124371858143,5.90536184805457,4.4188406077966,4.60517018598809,2.07944154167984,2.83321334405622,3.49650756146648,4.31748811353631,4.31748811353631,3.52636052461616,3.3322045101752,4.87519732320115,3.17805383034795,4.35670882668959,4.33073334028633,3.25809653802148,3.73766961828337,4.47733681447821,1.79175946922805,5.08140436498446,2.83321334405622,5.6021188208797,3.13549421592915,3.29583686600433,5.07517381523383,3.58351893845611,3.04452243772342,3.13549421592915,6.3750248198281,4.59511985013459,2.39789527279837,4.91998092582813,3.46573590279973,6.07073772800249,3.78418963391826,0,4.99043258677874,2.99573227355399,0,2.63905732961526,2.484906649788,2.63905732961526,4.00733318523247,3.25809653802148,4.55387689160054,3.17805383034795,1.94591014905531,2.56494935746154,3.49650756146648,0,3.80666248977032,0,2.07944154167984,0,3.36729582998647,0,0,2.77258872223978,0,0,2.89037175789616,1.09861228866811,5.58724865840025,5.27299955856375,1.09861228866811,0,3.63758615972639,3.17805383034795,0,3.09104245335832,1.09861228866811,3.17805383034795,3.04452243772342,3.8286413964891,0,2.70805020110221,2.19722457733622,1.09861228866811,4.35670882668959,5.79909265446053,0,2.70805020110221,1.38629436111989,1.38629436111989,0,0,1.79175946922805,5.47646355193151,0,4.31748811353631,0,2.77258872223978,0,2.77258872223978,0,2.30258509299405,0,0,0,5.78996017089725,2.99573227355399,0,3.52636052461616,0,0,0,0,4.12713438504509,0,0,0,0,2.39789527279837,1.94591014905531,2.56494935746154,3.91202300542815,0,4.39444915467244,2.19722457733622,0,0,0,5.27299955856375,2.39789527279837,1.6094379124341,2.484906649788,3.13549421592915,3.63758615972639,0,2.63905732961526,2.484906649788,0,3.63758615972639,3.58351893845611,2.77258872223978,0,3.09104245335832,3.29583686600433,0,2.484906649788,2.07944154167984,2.94443897916644,2.99573227355399,1
6.91473089271856,6.76503897678054,8.28071107566285,7.67508185771633,5.03043792139244,5.96100533962327,6.67329796776765,4.74493212836325,6.03548143252476,5.71042701737487,7.38770923908104,5.42053499927229,5.9295891433899,4.72738781871234,4.30406509320417,5.4510384535657,5.77765232322266,6.62007320653036,5.25749537202778,6.20859002609663,5.97635090929793,7.48436864328613,5.27811465923052,7.06304816338817,5.22035582507832,6.25766758788264,5.30330490805908,5.42053499927229,5.605802066296,4.61512051684126,3.61091791264422,4.70048036579242,3.49650756146648,3.09104245335832,5.61677109766657,5.59098698051086,2.63905732961526,6.40687998606931,3.43398720448515,4.87519732320115,3.36729582998647,3.04452243772342,5.4380793089232,4.49980967033027,4.54329478227,7.24850407237061,4.38202663467388,5.99893656194668,3.8286413964891,4.24849524204936,1.09861228866811,0,3.61091791264422,1.09861228866811,4.57471097850338,4.00733318523247,3.43398720448515,5.01063529409626,4.00733318523247,4.15888308335967,4.02535169073515,3.58351893845611,3.66356164612965,4.4188406077966,2.19722457733622,4.82028156560504,2.484906649788,5.52942908751142,2.484906649788,2.30258509299405,5.09375020080676,3.95124371858143,2.63905732961526,1.94591014905531,6.45519856334012,4.49980967033027,2.19722457733622,4.52178857704904,2.89037175789616,5.89440283426485,3.55534806148941,0,4.77068462446567,3.61091791264422,0,1.6094379124341,0,3.17805383034795,3.52636052461616,2.83321334405622,4.70048036579242,3.17805383034795,0,1.38629436111989,1.94591014905531,0,4.21950770517611,1.94591014905531,3.25809653802148,2.07944154167984,2.484906649788,1.38629436111989,1.6094379124341,2.30258509299405,0,1.09861228866811,3.40119738166216,0,5.84932477994686,5.09375020080676,0,0,3.91202300542815,2.89037175789616,0,1.79175946922805,1.94591014905531,3.2188758248682,2.07944154167984,2.70805020110221,0,1.38629436111989,1.6094379124341,1.09861228866811,4.36944785246702,5.71042701737487,0,2.19722457733622,0,0,0,1.38629436111989,1.09861228866811,5.2040066870768,0,4.72738781871234,0,2.39789527279837,0,2.56494935746154,0,3.04452243772342,0,0,0,5.65599181081985,2.89037175789616,0,3.09104245335832,0,0,0,0,3.87120101090789,0,0,0,0,0,2.30258509299405,0,3.17805383034795,0,4.29045944114839,1.94591014905531,2.484906649788,1.38629436111989,0,4.97673374242057,3.52636052461616,0,1.38629436111989,2.484906649788,3.49650756146648,0,0,3.17805383034795,1.09861228866811,3.68887945411394,3.13549421592915,0,0,2.63905732961526,2.63905732961526,0,0,2.63905732961526,0,2.484906649788,1
7.31986492980897,7.04315991598834,8.43641688138895,7.60787807327851,5.40717177146012,5.94803498918065,6.86693328446188,4.70953020131233,6.81892406527552,6.19644412779452,7.46508273639955,5.85220247977447,6.54534966033442,5.20948615284142,4.86753445045558,5.79301360838414,6.12029741895095,6.62140565176413,5.37989735354046,6.45047042214418,5.90536184805457,7.48380668766583,5.73334127689775,7.3790081276283,5.56452040732269,6.90775527898214,5.72358510195238,5.51342874616498,5.93224518744801,4.65396035015752,4.21950770517611,5.46383180502561,5.13579843705026,4.39444915467244,5.9427993751267,5.66988092298052,3.73766961828337,6.72383244082121,3.80666248977032,5.57215403217776,4.83628190695148,4.00733318523247,5.48063892334199,3.8286413964891,5.22035582507832,7.19743535409659,4.98360662170834,6.08677472691231,5.59098698051086,5.42053499927229,3.63758615972639,1.94591014905531,3.97029191355212,4.67282883446191,3.49650756146648,3.40119738166216,3.85014760171006,5.72358510195238,2.70805020110221,4.44265125649032,4.69134788222914,2.39789527279837,4.52178857704904,3.73766961828337,3.89182029811063,5.35185813347607,3.25809653802148,5.73979291217923,3.36729582998647,4.67282883446191,4.89034912822175,3.78418963391826,3.49650756146648,3.52636052461616,6.62273632394984,4.77068462446567,0,4.80402104473326,2.94443897916644,5.92425579741453,3.68887945411394,0,4.45434729625351,2.30258509299405,1.09861228866811,3.40119738166216,1.79175946922805,2.484906649788,3.85014760171006,1.94591014905531,4.71849887129509,3.66356164612965,0,2.56494935746154,3.76120011569356,2.39789527279837,4.56434819146784,2.77258872223978,3.3322045101752,1.6094379124341,2.77258872223978,1.09861228866811,1.09861228866811,3.29583686600433,2.83321334405622,0,3.36729582998647,1.6094379124341,6.45204895443723,4.99721227376411,0,1.6094379124341,3.17805383034795,2.70805020110221,3.13549421592915,1.94591014905531,3.17805383034795,3.58351893845611,2.07944154167984,3.52636052461616,0,3.58351893845611,0,2.07944154167984,4.07753744390572,6.28785856016178,0,1.09861228866811,0,2.484906649788,0,0,0,5.2040066870768,0,3.63758615972639,0,2.83321334405622,0,2.19722457733622,0,2.63905732961526,0,1.94591014905531,0,5.22035582507832,1.79175946922805,0,3.3322045101752,0,0,2.30258509299405,0,4.33073334028633,2.07944154167984,0,0,3.43398720448515,0,0,1.09861228866811,3.17805383034795,2.07944154167984,3.55534806148941,2.484906649788,2.56494935746154,0,0,4.62497281328427,2.484906649788,0,0,1.79175946922805,2.70805020110221,0,2.19722457733622,2.63905732961526,1.6094379124341,2.77258872223978,0,0,0,2.94443897916644,2.484906649788,0,2.19722457733622,0,0,2.63905732961526,1
