"Actinobacteriota","Gemmatimonadota","Proteobacteria","Myxococcota","Nitrospirota","Chloroflexi","Acidobacteriota","Firmicutes","Verrucomicrobiota","Bacteroidota","Bdellovibrionota","Planctomycetota","Patescibacteria","Cyanobacteria","Methylomirabilota","Elusimicrobiota","Latescibacterota","Armatimonadota","Dependentiae","RCP2.54","Fibrobacterota","Desulfobacterota","SAR324.clade.Marine.group.B.","FCPU426","WS2","WPS.2","Deinococcota","NB1.j","Spirochaetota","Sumerlaeota","MBNT15","Abditibacteriota","Zixibacteria","Nanoarchaeota","GAL15","Entotheonellaeota","Hydrogenedentes","Thermoplasmatota","response"
6172,1195,6271,917,545,3409,3085,1551,634,1056,98,58,187,31,144,19,47,11,12,28,26,56,0,7,19,0,0,16,0,3,0,0,0,0,0,2,0,0,0
7274,1495,9513,1369,650,6668,5255,1770,1012,1784,126,154,424,83,217,40,132,41,24,40,24,91,6,0,24,2,16,41,8,2,2,0,0,0,8,23,0,0,0
5911,1336,6934,881,610,4058,3707,2028,1068,1566,69,115,351,38,237,37,64,55,11,24,44,53,7,5,24,0,0,23,2,0,0,0,0,3,0,10,0,0,1
8189,2921,11453,1415,330,3937,6120,4377,827,1762,186,90,1066,46,190,89,21,91,39,46,64,10,8,9,0,29,0,0,0,2,0,0,0,0,0,0,0,0,1
5978,1580,6639,887,362,3814,4108,2237,879,1357,49,126,426,67,154,46,39,49,11,38,72,12,0,10,9,12,0,0,5,0,0,0,0,0,0,0,0,0,0
11671,1488,11875,1889,471,2969,6376,3481,1160,3471,407,137,642,164,57,34,16,70,74,5,69,9,29,0,7,8,0,0,3,0,6,3,0,0,0,15,3,0,0
5741,935,6173,1550,250,1747,3721,1641,471,1386,270,84,151,85,104,48,5,76,15,51,63,34,25,0,6,4,14,54,39,0,18,0,0,0,0,5,9,0,0
2373,698,3372,516,102,1329,2025,3109,442,428,117,3,420,101,51,52,20,29,9,28,91,21,3,55,3,0,7,0,5,0,0,0,4,0,0,0,0,0,0
3591,876,3551,651,263,3017,2839,1674,807,958,64,159,88,80,186,8,36,32,3,18,11,36,10,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,1
6750,1862,8148,1239,486,6750,5117,2202,1763,2563,94,251,388,360,330,54,79,58,20,24,15,54,20,6,0,4,10,34,0,2,0,8,0,0,0,0,0,19,0
4254,1006,4694,767,202,3642,3171,1143,1335,2230,195,168,208,67,184,19,62,36,0,0,0,24,0,5,10,6,0,6,0,4,0,0,0,0,0,0,0,15,0
7765,1670,8393,785,542,4497,4526,3302,1316,1341,93,269,705,104,310,45,46,5,46,53,12,40,14,0,3,0,29,5,0,0,0,0,0,0,0,7,0,0,0
6801,1593,9374,840,368,4954,6321,3005,1320,1655,132,344,1050,86,175,60,33,34,82,58,0,30,17,0,14,8,6,0,0,0,21,0,0,0,4,0,3,0,0
6723,1468,8625,819,551,4977,5787,2824,1272,1609,140,350,541,126,260,35,25,59,23,54,20,43,36,0,0,0,8,0,0,0,17,2,4,0,0,5,0,0,1
8909,2202,11610,1214,220,7334,4604,3042,1803,4607,326,189,593,90,82,12,10,99,6,21,78,13,4,0,28,12,46,11,0,20,0,6,0,0,0,7,2,0,0
10220,3267,10998,1350,187,6390,5919,4251,1441,2639,238,88,309,95,205,27,34,107,17,13,15,42,15,0,8,2,17,3,0,17,6,3,0,0,0,0,0,0,0
8859,2432,10535,1656,411,8102,6275,4400,1707,3218,172,300,261,139,336,49,126,92,25,30,20,32,15,0,13,0,6,14,0,0,0,3,0,0,0,0,0,3,0
6909,619,6944,809,247,3652,2658,1623,1410,2659,216,453,330,29,88,2,19,6,13,0,41,21,19,0,21,3,10,23,0,2,11,13,0,0,0,14,0,0,1
7773,1317,9651,913,254,4328,4991,1349,2163,2947,161,386,463,200,66,27,12,64,16,33,66,0,5,0,23,30,13,0,0,0,0,17,0,0,0,0,0,0,0
4693,1094,7374,753,328,3361,4086,747,901,1551,49,100,252,119,157,51,44,0,13,0,19,0,3,0,10,8,3,9,0,0,17,0,0,0,0,6,0,0,1
8304,1741,12138,990,83,6656,6853,2313,1479,2243,173,236,669,2011,3,80,24,130,17,26,27,0,2,5,0,619,30,0,0,0,0,0,0,0,6,0,0,0,0
6119,1007,7576,1626,99,3260,2880,1269,1389,3003,71,191,716,761,23,43,37,98,18,9,75,0,4,0,9,75,25,0,2,0,0,0,0,0,0,0,2,15,1
8609,2049,14094,1275,146,6984,7614,1361,1290,1644,140,390,650,797,0,161,32,129,33,24,29,0,0,34,0,672,22,0,3,0,0,8,0,0,0,0,0,0,0
9739,2845,17645,1680,100,9196,10259,1052,2077,2189,247,644,1219,533,0,134,5,181,55,33,23,0,0,37,0,459,24,0,0,0,0,0,0,0,0,0,0,0,0
6695,1459,8602,913,127,4258,5507,961,805,1323,100,225,988,353,22,109,94,84,186,31,18,13,2,21,4,345,23,0,0,3,0,0,0,0,5,0,0,9,0
7045,1832,11368,866,200,7142,7078,1094,2716,1692,93,338,1855,212,295,106,191,129,56,27,43,40,12,8,15,193,5,2,2,0,7,2,0,0,0,0,0,45,0
6150,1300,9405,702,258,4989,5953,1600,1915,1824,160,233,1174,309,200,95,132,83,45,58,18,26,9,10,22,18,17,0,8,2,0,2,0,0,5,0,0,3,0
6154,1396,6845,666,183,3176,3545,3290,1927,999,107,66,924,329,62,27,43,37,53,21,27,7,7,2,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0
7419,2052,9950,1063,223,4992,6365,4290,2260,1759,151,182,739,620,15,85,44,80,0,29,21,10,10,0,0,149,0,0,3,4,0,5,0,2,0,0,0,0,0
5861,1892,7241,772,187,3377,4288,3573,2590,1069,145,298,514,209,9,65,6,24,20,11,15,0,0,5,0,48,0,0,0,0,0,4,0,0,0,0,0,0,0
7338,1748,9624,1008,59,2456,4842,1975,1147,1828,163,160,724,145,16,70,22,62,33,17,35,0,9,5,4,65,5,0,15,0,0,0,0,0,3,0,0,0,0
6710,1581,9855,1057,98,3792,6216,1194,1323,2320,120,132,679,1650,3,23,75,99,34,22,32,7,3,0,6,95,15,0,0,7,0,4,0,0,0,0,0,0,0
6288,1033,10070,1010,72,4246,4456,729,1289,2137,200,215,556,221,0,22,22,95,35,16,18,7,0,0,0,189,10,0,0,0,0,0,0,0,0,0,0,0,0
8631,980,9401,1564,398,3960,4407,1288,1642,3179,212,95,527,780,109,67,77,57,14,40,84,45,6,0,27,22,8,25,0,12,8,0,5,0,0,0,0,80,0
5550,405,5721,888,188,2915,2809,1181,1039,1777,184,76,218,960,60,4,29,36,2,0,56,26,8,0,4,10,3,0,0,9,0,4,0,0,0,0,0,13,0
5294,726,5733,1118,260,3978,2918,780,1860,2277,196,234,643,865,220,56,127,53,13,28,49,24,4,3,24,0,7,11,0,0,0,3,16,0,0,0,0,181,0
6158,451,5284,744,232,4118,2847,1660,1591,1303,155,266,203,2442,134,25,69,11,2,39,33,144,4,0,19,5,16,0,0,4,0,7,0,0,0,0,0,0,0
3765,261,5270,442,61,917,681,5543,1191,2854,142,29,161,69,92,0,4,4,3,0,2,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,1
8099,822,7736,739,287,4366,4256,2852,2348,2020,194,162,529,241,174,64,166,25,25,11,33,11,6,0,0,10,0,4,0,10,0,8,3,0,0,0,0,13,0
6278,1611,6673,891,153,3962,4035,1222,2391,1590,73,335,725,1321,56,36,40,62,15,7,26,9,11,0,0,30,12,0,0,0,0,0,0,0,0,0,0,0,0
6554,1805,10431,1118,302,5747,6794,1143,1745,2419,169,291,1111,581,113,100,150,147,57,46,35,37,2,39,14,199,11,0,6,0,0,0,0,3,0,0,0,0,0
3878,943,4463,472,198,2800,2928,2329,1780,805,32,218,260,719,97,41,42,32,8,17,7,21,4,0,0,0,0,4,0,0,0,3,0,0,0,0,0,113,0
6252,1259,7059,831,237,3220,4420,3734,2149,1373,133,254,670,288,26,46,64,22,34,26,22,13,12,0,9,6,0,0,0,0,0,4,0,0,0,0,0,0,0
3948,1168,5525,513,87,3328,4638,1022,1882,816,54,138,291,108,11,62,15,12,2,16,68,0,7,6,0,114,0,0,0,4,0,2,0,0,0,0,0,0,0
4533,793,6959,745,40,4044,4035,747,1610,1847,64,574,472,241,0,56,0,9,8,12,39,37,0,0,0,176,2,0,0,0,0,0,0,0,0,0,0,0,0
4986,1482,7511,574,108,4962,6206,1053,2382,1300,61,509,394,225,11,93,26,48,6,22,8,0,0,5,0,182,0,0,0,0,0,6,0,0,0,0,0,8,0
4311,797,5594,417,182,3219,3117,1078,1781,1165,40,317,469,211,74,23,54,3,13,24,0,11,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
6295,1026,9404,402,90,4194,4762,920,2869,4658,146,448,464,674,16,50,14,54,2,23,8,3,2,0,0,203,14,0,0,0,0,0,0,0,0,0,0,0,0
7176,1298,7818,809,249,5338,3992,1994,2531,1207,116,123,982,773,110,24,122,43,49,17,17,32,0,8,21,0,20,3,0,3,0,0,0,0,0,0,0,3,1
3907,884,5585,465,27,2047,2503,737,1602,1875,136,164,761,2194,15,36,3,69,0,0,12,0,6,0,0,89,152,0,0,0,0,3,0,0,0,0,0,0,0
5444,1127,5024,732,80,4307,3573,2416,1540,1586,142,155,838,1815,15,25,0,49,0,11,67,78,17,0,0,7,51,0,0,0,0,3,0,0,0,0,0,0,0
8888,1386,8533,874,389,5651,4256,3196,1800,2134,186,274,566,119,246,25,22,21,11,74,9,8,15,0,24,0,17,21,0,0,0,0,0,0,0,0,0,0,0
5466,737,4661,718,214,3085,2657,1945,1338,1715,159,263,481,36,103,28,8,38,4,26,2,15,2,0,32,0,9,9,0,3,0,6,0,0,0,0,0,0,0
4905,1070,4742,345,220,3395,2910,2195,1314,1137,39,184,315,68,244,11,35,13,11,62,4,0,0,8,4,0,9,7,0,0,0,0,0,0,0,0,0,0,0
6027,1632,6512,731,168,4064,4153,1601,2300,1346,137,341,845,875,51,30,52,86,13,10,18,9,18,0,0,26,11,0,0,0,0,8,0,0,0,0,0,0,0
6781,1207,7565,545,101,3782,2596,832,2043,2405,108,217,1955,509,37,21,9,39,4,6,0,5,2,0,0,18,36,0,0,7,0,0,0,0,0,0,0,0,0
3920,792,4137,482,51,2340,2068,1002,1800,884,121,201,470,2143,11,38,9,42,13,5,20,0,10,0,4,32,13,0,0,2,0,0,0,0,0,0,0,0,0
