"Actinobacteriota","Gemmatimonadota","Proteobacteria","Myxococcota","Nitrospirota","Chloroflexi","Acidobacteriota","Firmicutes","Verrucomicrobiota","Bacteroidota","Bdellovibrionota","Planctomycetota","Patescibacteria","Cyanobacteria","Methylomirabilota","Elusimicrobiota","Latescibacterota","Armatimonadota","Dependentiae","RCP2.54","Fibrobacterota","Desulfobacterota","SAR324.clade.Marine.group.B.","FCPU426","WS2","WPS.2","Deinococcota","NB1.j","Spirochaetota","Sumerlaeota","MBNT15","Abditibacteriota","Zixibacteria","Nanoarchaeota","GAL15","Entotheonellaeota","Hydrogenedentes","Thermoplasmatota","response"
0.18447547905164,0.0260636570315037,0.219714192919779,0.0343861643390711,0.0138843780448197,0.19462487820721,0.101250405975966,0.0296362455342644,0.0291896719714193,0.0889493341994154,0.00341019811627152,0.00361318609938292,0.0163202338421565,0.00856609288730107,0.00933744722312439,0.000893147125690159,0.00393796687236116,0.0004059759662228,0.000608963949334199,0.00170509905813576,0.00625202987983111,0.0120168886001949,0,0,0.00052776875608964,0.00036537836960052,0,0.00328840532640468,0.00178629425138032,0,0.0028418317635596,0,0.000811951932445599,0.00052776875608964,0.00028418317635596,0.00016239038648912,0.00016239038648912,0,1
0.19187917801436,0.0309836239521805,0.223499451773777,0.035864605807661,0.0148551621688537,0.189120362183001,0.109256180808545,0.0257489477593464,0.0298871715063842,0.0718706893502635,0.00240512149400488,0.00749831995189757,0.0139709263254695,0.00908994446998903,0.0131220599158207,0.00116719131326707,0.00470413468680366,0.000424433204824391,0.000212216602412195,0.00258196866268171,0.00318324903618293,0.0108584161567573,0,0.000106108301206098,0.000318324903618293,0.000176847168676829,0,0.00233438262653415,0.00116719131326707,0.000106108301206098,0.00282955469882927,0,0.000282955469882927,0.000212216602412195,0,0.000282955469882927,0,0,1
0.200472420279078,0.025720659638686,0.206115218056953,0.0395870696819912,0.0143475788460697,0.185862385722409,0.107519356108657,0.0291325838764708,0.0303136345741656,0.0820611521805695,0.0031057259087529,0.00345566685621801,0.0138664100433052,0.0198154061502122,0.00831109750229649,0.00104982284239535,0.00380560780368313,0.000218713092165697,0.000874852368662788,0.00100608022396221,0.00275578496128778,0.0128165872009098,0,0,0,0.000262455710598836,0.000131227855299418,0.00275578496128778,0.00209964568479069,0,0.00214338830322383,0,0,0.000306198329031976,0,0,8.74852368662788e-05,0,1
0.199910474485228,0.0242166517457475,0.235631154879141,0.0414055505819158,0.0139212175470009,0.18401969561325,0.115711727842435,0.0221575649059982,0.0254252461951656,0.0659355416293644,0.00250671441360788,0.013876454789615,0.0204118173679499,0.00102954341987466,0.0101163831692032,0.00170098478066249,0.00595344673231871,0.000223813786929275,8.95255147717099e-05,0.00380483437779767,0.000671441360787825,0.0035810205908684,0.00017905102954342,0.000313339301700985,0.00017905102954342,0,0,0.00470008952551477,0,0,0.00107430617726052,0,0.000492390331244405,0,0.000760966875559534,0,0,0,1
0.200214546234714,0.0251877279553744,0.243681613387685,0.0408925123364085,0.0125724093542158,0.186655224200815,0.111306586569406,0.020253164556962,0.0252306372023171,0.0589143960523493,0.00227419008796396,0.0120145891439605,0.0191804333833941,0.00201673460630766,0.0122291353786741,0.00184509761853679,0.00617893155975113,8.58184938854323e-05,0.000858184938854323,0.00304655653293285,0.00227419008796396,0.00330401201458914,0,0,0.000257455481656297,0,0,0.00639347779446471,0.000643638704140742,8.58184938854323e-05,0.0010727311735679,0,0.000472001716369878,0,0.000343273975541729,0.000386183222484445,0.000128727740828148,0,1
0.210255286512545,0.0270990833059421,0.226616997187831,0.034439940104452,0.010335634198897,0.209780504729557,0.123224133523246,0.0184799678609255,0.0258208246594354,0.0508016507797378,0.00277564734670027,0.010335634198897,0.019137358021986,0.000986085241590884,0.0117599795478617,0.00124173697089222,0.00441912274935174,0.000292173404915818,7.30433512289544e-05,0.00321390745407399,0.0012782586465067,0.00153391037580804,0,0.00025565172930134,0.000474781782988203,0,0,0.00339651583214638,0.000401738431759249,0.000146086702457909,0.000693911836675067,0,7.30433512289544e-05,0,0.00065739016106059,0,0,0,1
0.199784934065312,0.0297696530646896,0.236515931858056,0.0339011828626408,0.00931009112004075,0.19562510611806,0.120182240081499,0.0215065934687871,0.0228649046352369,0.0527477502971306,0.00331088346822118,0.0130454468277775,0.0217895749617975,0.00350897051332843,0.0118286264078329,0.000650857433923821,0.00585771690531439,0,0.000481068538117607,0.00348067236402739,0.000933838926934178,0.00404663535004811,0,0.000226385194408286,0.000509366687418643,5.65962986020714e-05,0.000113192597204143,0.00481068538117607,0.000565962986020714,0.00019808704510725,0.0011885222706435,0,0.000113192597204143,0.000509366687418643,0.0003961740902145,0,0.000169788895806214,0,1
0.194978505683467,0.0307777514043833,0.236226494712134,0.0382150486589129,0.0114460532215101,0.191971938708231,0.116728644143788,0.0174328137774613,0.0231294669936968,0.0617401165704038,0.00332304770947069,0.0108130917530395,0.0231294669936968,0.00298019358071577,0.0105757312023631,0.00232085871772556,0.00527467890392172,0.000158240367117652,0.000659334862990215,0.00387688899438247,0.00108130917530395,0.00387688899438247,0.000105493578078434,0.000131866972598043,0.000659334862990215,0.000131866972598043,0,0.00482633119708838,0.000290107339715695,7.91201835588259e-05,0.00181976422185299,0,0.000237360550676478,0,0.000421974312313738,0.00058021467943139,0,0,1
0.193038344634089,0.0304828150572831,0.230944587327566,0.0404489127893383,0.0121580547112462,0.19239537058686,0.119359364040215,0.0194645779752163,0.0233224222585925,0.0553834463408931,0.00540682721533785,0.010989010989011,0.0239653963058218,0.00233808744447042,0.0123918634556932,0.00216273088613514,0.00523147065700257,0.000233808744447042,0.00102291325695581,0.0040039747486556,0.00175356558335282,0.00388707037643208,0.000321487023614683,0.000379939209726444,0.000175356558335282,0,0,0.00508534019172317,0.000584521861117606,0,0.00166588730418518,0,0.000233808744447042,0.000321487023614683,0.000379939209726444,0.000321487023614683,5.84521861117606e-05,8.76782791676409e-05,1
0.202492578806012,0.0303208782924186,0.234132780474014,0.0408519059510908,0.00980068793290298,0.18873392074636,0.103284172831362,0.0173161193045281,0.0337841021533242,0.0684163407623804,0.00245017198322575,0.0102718748527541,0.0241483296423691,0.00299203694105452,0.0103425528907318,0.00124864533760543,0.00475898789049616,0.000541864957828771,0.000235593459925552,0.00259152805918108,0.00101305187767988,0.0031569523630024,0,0.000259152805918108,0.000848136455731989,0,9.4237383970221e-05,0.00381661405079395,0.000306271497903218,0.000259152805918108,0.000706780379776657,0,0,0.000282712151910663,0.000329830843895773,0.000117796729962776,9.4237383970221e-05,0,1
0.203213510508762,0.0312880512467574,0.241410344645031,0.031552755572026,0.00971464873736037,0.186643019746943,0.102917041664461,0.0222881041876224,0.0333792154163799,0.063529038064482,0.00359997882365398,0.00725289851236169,0.0219704589973,0.00291174757795542,0.0129705119381651,0.00174704854677325,0.00471173698978241,0.000238233892741807,0.00095293557096723,0.00394409444650326,0.00177351897930012,0.00357350839112711,0,0,0.000688231245698555,0,0,0.00502938218010482,0.000397056487903012,0,0.00111175816612843,5.2940865053735e-05,0.000158822595161205,0.000158822595161205,0.00052940865053735,0.00021176346021494,7.94112975806025e-05,0,1
0.227482709818687,0.0296670138054421,0.225586798045342,0.0343400357819968,0.00971988571123394,0.18270180779193,0.104301850516703,0.0252076156906726,0.0298806376672274,0.0600283051616866,0.0035781996849048,0.00963977676306443,0.0224839114529093,0.00325776389222676,0.0122032631044888,0.000774386498971935,0.00344468477128895,0.000293732809954872,0.000720980533525595,0.0035781996849048,0.000827792464418275,0.00339127880584261,0.000133514913615851,0,0.000320435792678042,0.000133514913615851,0,0.00453950706293893,0,0,0.000694277550802425,0,0.000320435792678042,0,0.000427247723570723,0.000320435792678042,0,0,1
0.225018170881476,0.0276197398431038,0.229053359733327,0.0361161933883055,0.0116544274292589,0.170981728865385,0.120404020150881,0.0274442968495451,0.0214040452141658,0.0657660592997318,0.00365923957993935,0.0110779718789945,0.0211283490814306,0.00215544249229304,0.00807037770370185,0.00117797438532294,0.00451139126293892,0,0.000125316423970526,0.00365923957993935,0.000902278252587784,0.0024311386250282,5.01265695882102e-05,0.00010025313917642,0.000250632847941051,0,0,0.00355898644076293,0,0,0.000902278252587784,0,0,5.01265695882102e-05,0.000375949271911577,0.000350885987117472,0,0,1
